,name,lat,lng,formatted_address,rating,user_ratings_total,latest_reviews,filtered_place,emotion_scores
78,Diyaluma Falls,6.7331443,81.0314173,"Koslanda, Sri Lanka",5,3718,"['Diyaluma Falls is an absolutely breathtaking sight! The hike to the top was a bit strenuous for me, but the stunning views were worth every step. The water was refreshingly cold, perfect for a dip after the climb. Just a heads up, be cautious of the slippery rocks and keep an eye out for elephants nearby. Definitely a must-see if you\'re in Sri Lanka!' , 'What a fantastic experience at Diyaluma Falls! The scenery is picturesque, and the sound of the cascading water is incredibly soothing. We opted for camping, and although it was a bit intimidating with the elephants around, we felt safe overall. The bathing pools are a delight, but I recommend going early in the morning for a more peaceful experience.' , 'Visiting Diyaluma Falls was a highlight of my trip! The hike was manageable, and the view from the top is simply stunning. We took plenty of photos and enjoyed swimming in the natural basins. However, I found the ticket system a bit confusing. It would be great if clearer instructions were provided. Overall, a beautiful place to explore!' , 'Diyaluma is a beautiful waterfall, but I was slightly disappointed with the crowds when I visited. The trek up was lovely, though, and the water was refreshing. I suggest going during the off-peak hours for a more serene experience. It\'s a stunning location for photography, especially at sunset. Just remember to be cautious near the edges!' ,'What an incredible experience at Diyaluma Falls! The view from the top is spectacular, and I loved swimming in the pools below. The hike was a bit challenging, especially in the heat, but it was manageable with some breaks. Just watch out for slippery rocks! It\'s a beautiful spot that showcases the natural beauty of Sri Lanka. Highly recommended!']",diyaluma falls,0.998886895
79,Bomburu Ella Waterfall,6.9473204,80.8311903,"Galpalama, Sri Lanka",4.7,1080,"['Bomburu Ella Waterfall is a hidden gem! The walk to get there is around 2 km, but each step is filled with lush greenery and stunning views. The sound of the cascading water is mesmerizing. I went on a weekday, and it was peaceful. Just a heads up, the path can get slippery, so wear good shoes! Highly recommend bringing a camera for some great shots.', 'What a breathtaking experience! The hike to Bomburu Ella was invigorating, taking about 30 minutes through beautiful landscapes. When we finally reached the waterfall, it was like stepping into a postcard. There are food stalls along the way, which is a nice touch. However, I did encounter some leeches, so be prepared for that. Overall, a fantastic day out!', 'The waterfall itself is stunning, and I loved the hike. However, the path can be quite challenging in some areas, especially for families with small kids. We had a great time, but the long walk back was a bit tiring. The food stands along the way were a nice surprise, offering local snacks. Worth visiting if you\'re up for an adventure!', 'Bomburu Ella is truly a visual delight! The scenery during the hike is almost as beautiful as the waterfall itself. We took our time exploring the area and found some great spots for photos. Just ensure you go early to avoid crowds. The only downside was the occasional insect, but it didn\'t ruin the experience at all.', 'What a lovely way to spend a day! The walk to Bomburu Ella Waterfall is refreshing, and the sound of the water becomes more intense as you approach. The two main viewpoints give you a fantastic perspective. Bring plenty of water and snacks, as the return hike can be tiring. Overall, an unforgettable experience, despite a few pesky insects!']",bomburu ella waterfall,0.998925245
80,Dunhinda Waterfall,7.0175417,81.0635655,"Dunhida Water Falls Access Road, Sri Lanka",4.6,626,"['Dunhinda Waterfall is absolutely breathtaking! The trek to get there took about 30 minutes, and it felt like a mini-adventure through the jungle. The sound of the water rushing is mesmerizing. Just a tip: wear good shoes as some areas can be slippery. There are also local vendors selling fresh fruits along the way, which was a lovely touch. Definitely a highlight of my trip!', 'What a stunning waterfall! The 1.5 km hike was invigorating, but be prepared for some steep and rocky paths. I loved the monkeys I encountered on the way; they added a fun element to the trek. The entrance fee for tourists seems high compared to locals, but once you see the falls, it feels worth it. I highly recommend bringing a camera!', 'Dunhinda Waterfall is a sight to behold! The lush surroundings and the sound of the water create a serene atmosphere. The hike was a bit challenging in parts, especially after rain, so tread carefully. There are spots to rest and enjoy the view too. I did feel the entrance fee could be more reasonable, but overall, it\'s a great experience.', 'As a family, we enjoyed the trek to Dunhinda Waterfall. It was a nice bonding experience, and the kids loved spotting the monkeys. The path was well-marked, but some areas were quite steep and slippery. The fruit stalls along the way were delightful, offering refreshing snacks. Just be sure to bring enough cash for purchases!', 'Visiting Dunhinda Waterfall was a mixed experience for us. The waterfall itself is stunning, but the trek was a bit strenuous, especially with young kids. We appreciated the nature around us, but some parts of the path were slippery, making it risky. The entrance fee for tourists felt excessive compared to locals. Still, the sight of the falls made it worthwhile.']",dunhinda waterfall,0.998886776
81,St. Clair Falls,6.951743,80.648049,"Talawakelle, Sri Lanka",4.9,355,"['St. Clair Falls is truly a marvel! The atmosphere around the waterfall is serene, and the sound of the cascading water is incredibly soothing. I visited with friends, and we spent hours just relaxing and taking photos. While it was a bit crowded at times, we found a quieter spot to enjoy the views. I highly recommend packing a picnic and spending the day hereâ€šÃ¢â‚¬Âit\'s a perfect escape from the city!' , 'Visiting St. Clair Falls was a highlight of our trip to Sri Lanka. The waterfall is stunning, especially after a rain when it flows vigorously. We took a lovely walk around the area and even enjoyed some local snacks from a nearby vendor. The only downside was the limited seating options, so it was a bit tricky to find a comfortable place to sit and enjoy the scenery. Still, it\'s worth the visit for the breathtaking views!' , 'St. Clair Falls was enchanting, but I do wish there were more amenities nearby. The view from the viewpoint is spectacular, and we enjoyed some beautiful moments capturing the waterfall on camera. However, the path to get closer to the water can be a bit slippery, so be cautious. A local guide offered to show us around, which added to the experience. Overall, it\'s a peaceful place and definitely worth a stop!' , 'I had a lovely day at St. Clair Falls with my family. The waterfall itself is mesmerizing, and the surrounding greenery is lush and inviting. We appreciated the clean facilities at the parking area, which made our visit comfortable. The only downside was the number of tourists; it can feel a bit congested. Still, we managed to find a quiet spot to relax and enjoy the view, making it a memorable outing!' , 'St. Clair Falls is picturesque and a great spot for photography lovers. The sound of the water and the scenery are simply breathtaking. However, I felt the area could use more information signs for visitors to learn about the falls. We had a nice time exploring, but some guidance would have enhanced our experience. It\'s a beautiful place overall, just a few improvements needed for a better visit!']",st. clair falls,0.998925555
82,Devon Falls,6.9514077,80.6300174,"Dimbula, Sri Lanka",4.7,861,"['Devon Falls is an enchanting stop on my journey through Sri Lanka. The sound of rushing water and the lush surroundings create a peaceful atmosphere perfect for relaxation. I hiked a little to get to the viewpoints, but it was absolutely worth it. I enjoyed some local snacks while soaking in the scenery. Just be mindful of the weather; it can get quite misty!', 'What a stunning waterfall! I visited with friends, and we spent hours taking pictures and enjoying the view. The trek to the viewpoints was easy, and the tea shop nearby is a great place to unwind. Just a heads up, the best views are on sunny days, so plan accordingly to make the most of your visit.', 'As a couple, we found Devon Falls to be a romantic escape. The cascading water and the surrounding greenery were beautiful. We enjoyed sipping tea while taking in the view, but unfortunately, it was a bit cloudy when we visited, so the visibility wasn\'t perfect. Still, a lovely experience overall.', 'Devon Falls is a beautiful natural wonder, but it can be crowded at times. I visited with my family, and while we enjoyed the scenery, the noise from other tourists took away a bit of the tranquility. Nevertheless, it\'s a great spot for family photos and a quick break on the road from Nuwara Eliya.', 'A must-see if you're in the area! The waterfall is breathtaking, and the walk to the viewpoints is easy enough for everyone. We encountered a bit of mist during our visit, which obscured the view slightly, but it added a mystical charm to the experience. Don't forget your camera!']",devon falls,0.998927033
83,Laxapana Falls,6.8996007,80.5010409,"Laxapana , Sri Lanka",5,1075,"['Laxapana Falls is a hidden gem! The trek down the 300 stairs was invigorating, surrounded by lush greenery. The falls themselves were breathtaking, with crystal-clear water inviting me for a swim. I recommend visiting during the rainy season for the best views. Just be prepared for the climb back up! A perfect spot for nature lovers and photographers alike.', 'Absolutely stunning! The drive through the â€šÃ…â€œSeven Virginâ€šÃ‚Â mountain range added to the charm of visiting Laxapana Falls. I went with friends and we enjoyed a refreshing dip in the cool waters. The only downside was the number of stairs, which can be tiring. Definitely worth it for the views and the experience!', 'My partner and I visited Laxapana Falls during our trip to Sri Lanka, and it was one of the highlights! The cascading water against the backdrop of lush foliage was mesmerizing. We took our time exploring both the upper and lower viewpoints. Just keep an eye on the water levels if you go to the upper side, it can get tricky!', 'Laxapana Falls is beautiful, but I suggest going after the rains for the fullest experience. The scenery is breathtaking, though the trek back up the stairs was a bit challenging. It\'s a great place to unwind, but be sure to pack snacks and water, as you\'ll need energy for the climb!', 'We took our family to Laxapana Falls and had a lovely time. The kids enjoyed splashing in the water, and the views were fantastic. Just be cautious if you decide to go to the upper point; the steps can be steep and slippery. Overall, a wonderful day trip and a place I would recommend to others.']",laxapana falls,0.998916018
84,Bakers Falls,6.7927,80.7895,"Baker's Falls, Sri Lanka ",4.5,1005,"['Bakers Falls is a hidden gem! The sound of the water cascading down is incredibly soothing. We spent a lovely afternoon here, enjoying a picnic while soaking in the stunning views. It\'s a perfect spot for nature lovers and photographers alike. A must-visit if you\'re in the area!', 'I visited Bakers Falls with friends and we had a great time! The scenery is lovely, but I was expecting a bit more from the actual falls. Still, it\'s a nice place to relax and take some photos. Definitely worth a stop if you\'re nearby.', 'As a couple, we found Bakers Falls to be a peaceful escape. The surrounding nature is beautiful, and it\'s a great spot to unwind. While the falls aren\'t the biggest, the overall atmosphere is serene and romantic. Bring a picnic and enjoy the day!', 'We brought our kids to Bakers Falls for a family outing, and they loved exploring the area! The falls are nice, but we found the picnic spots to be the highlight. It was a bit crowded, though, so arriving early is a good idea!', 'Bakers Falls is decent, but I was a bit underwhelmed. The views are nice, and it\'s a good place to take a break, but I expected more excitement from the falls themselves. Still, it\'s a pleasant stop if you're looking for a quiet moment in nature.']",bakers falls,0.998892176
85,Bambarakiri Ella,7.495246,80.6990011,Sri Lanka,4.4,2004,"['Bambarakiri Ella is a beautiful, serene spot that really took my breath away. The waterfall itself is stunning, especially with the lush greenery surrounding it. We enjoyed walking across the suspension bridge, which added a little adventure to our visit. While swimming isn't recommended, we found some lovely spots to relax and take in the view. Definitely a great place to unwind and snap some photos!', 'What a gorgeous location! The sound of the waterfall and the surrounding nature made for a perfect day trip. The walk to the falls was not too strenuous, and the hanging bridge was a fun touch. Just be cautious near the water, as it can be quite deep. We had a lovely picnic on the grass nearby, and I highly recommend bringing some snacks to enjoy!', 'Bambarakiri Ella is a fantastic little getaway! The waterfall is picturesque and the area is so tranquil. While the water levels were low during our visit, it didn\'t take away from the experience. I loved exploring the trails around the falls. Just be mindful of the slippery rocks and strong currents if you get too close. Overall, a wonderful spot for relaxation and nature photography!', 'Visiting Bambarakiri Ella was a delightful experience. The waterfall is stunning and the atmosphere is peaceful. However, the road leading there was quite rough, making the journey longer than expected. We appreciated the hanging bridge, and although swimming is prohibited, the mist from the falls was refreshing. A great place to enjoy nature, just be prepared for the drive!', 'We had a lovely visit to Bambarakiri Ella as a family. The waterfall was beautiful, and the surrounding area was perfect for a picnic. The kids loved walking on the suspension bridge, and we enjoyed taking lots of pictures. Just remember, swimming isn\'t allowed, so we kept our distance from the water. Overall, a great spot for a family day out in nature!']",bambarakiri ella,0.998921835
86,Bopath Falls,6.8017619,80.3694222,"Kuruwita, Sri Lanka",4.7,2111,"['Bopath Falls is a stunning gem in Sri Lanka! The view is breathtaking, especially with the unique Bo leaf shape of the waterfall. I visited with friends on a sunny weekday, and the place felt peaceful. We enjoyed splashing around in the water and loved the nearby changing rooms. However, be cautious of the monkeys; they snatched my sunglasses while I was busy taking pictures! Overall, a must-visit for nature lovers.','What a lovely day at Bopath Falls! The sound of the water crashing down was soothing, and the surrounding greenery made for an idyllic setting. We took a dip in the river and felt completely refreshed. The guides were friendly and helpful, leading us to the best spots. Just a heads-up, the path can get slippery, so wear good shoes. It's a beautiful place to unwind with friends or family.','Bopath Falls is beautiful, but I found it a bit crowded on the weekend. The scenery is worth it, though, and we had a great time swimming in the cool water. The entrance fee is very reasonable, and the new facilities are a plus. Just be mindful of your belongingsâ€šÃ¢â‚¬Âmonkeys are everywhere and quite mischievous!','Visited Bopath Falls with my spouse, and it was a romantic getaway! The waterfall is picturesque, and we enjoyed a lovely picnic by the water. The guides were very knowledgeable and shared interesting stories about the area. Just make sure to plan your visit wisely, as the water levels can rise rapidly after rain. Overall, a fantastic experience!','I had high expectations for Bopath Falls, and while it is beautiful, the experience was not as serene as I hoped. The area was a bit too busy for my liking, and the path to the falls was quite muddy. However, the waterfall itself is stunning, and the facilities were clean and well-maintained. Worth a visit if you don\'t mind the crowds.']",bopath falls,0.998896146
87,Kanniya Hot Water Springs,8.6044979,81.1713376,"Trincomalee, Sri Lanka",4.3,2538,"['Kanniya Hot Water Springs is a delightful spot for anyone exploring Trincomalee. The seven wells, each with varying temperatures, create a unique bathing experience! I enjoyed soaking my feet in the warm water while surrounded by friendly locals. The atmosphere was lively, but it could get a bit crowded. Don\'t forget to explore the local stalls selling snacks and souvenirs on the way inâ€šÃ¢â‚¬Âit adds to the charm of the visit.', 'Visiting Kanniya Hot Water Springs was an interesting experience! The warm waters felt soothing, and the historical significance of the site made it even more special. I appreciated the well-maintained surroundings, but the change rooms could use some improvements. Despite the slight discomfort, the overall experience was enjoyable, especially learning about the legends associated with the springs.', 'I had a lovely time at Kanniya Hot Water Springs! The different temperature wells are fascinating, and it was fun to dip my feet in. The local vendors offer a variety of snacks and drinks, making it a pleasant outing. The place was a bit busy, so finding a quiet spot was challenging. Still, it was a great way to connect with local culture and enjoy some relaxation.', 'The Kanniya Hot Water Springs are a must-see if you\'re in the area! The warm water felt amazing after a long day of exploring. It was nice to see families and friends enjoying the springs together. However, be prepared for the crowd and the not-so-clean changing facilities. Overall, it\'s a unique attraction that offers a glimpse into local life and natural beauty.', 'I went to Kanniya Hot Water Springs expecting a serene experience, but it turned out to be quite lively! The wells are interesting with their varying temperatures, and it was fun to splash around a bit. The atmosphere was bustling, which some may find enjoyable, but I preferred a quieter environment. Still, it\'s worth a visit for the unique experience and the chance to mingle with locals.']",kanniya hot water springs,0.998928571
88,Maha Oya Hot Water Springs,7.5521811,81.3530409,"Maha Oya Hot Water Springs, Sri Lanka",4.3,180,"['Maha Oya Hot Water Springs is a hidden gem! The natural hot wells are soothing, and I loved the mineral-rich water. The facilities are decent, with clean changing rooms. However, it can get quite crowded during the weekends, which slightly dampened the experience. Overall, a relaxing place to visit, especially during the dry season. Highly recommend it for a day trip!',
'My friends and I had a blast at Maha Oya! The hot springs are fascinating, and we enjoyed hopping between the different wells. The atmosphere is lively, and there are local vendors selling snacks and drinks. The only downside was the cleanliness of some areas, but it didn\'t ruin our fun. We left feeling rejuvenated and happy!',
'As a couple, we found Maha Oya Hot Water Springs to be a romantic getaway. The warmth of the springs and the surrounding nature created a peaceful ambiance. We particularly enjoyed the quieter spots for bathing. Just be prepared for the heat; some wells are extremely hot! Overall, it was a unique experience worth exploring together.',
'We visited Maha Oya as a family and had mixed feelings. The kids loved splashing around in the hot water, and they even made friends with other children there. However, the washroom facilities could use more maintenance, which was disappointing. Despite that, the overall experience was enjoyable, and we appreciated the beautiful surroundings.',
'I had an interesting visit to Maha Oya Hot Water Springs. The natural hot water is impressive, and the bubbling wells are a sight to see. However, I found the ticket price a bit steep for what it offers. It\'s nice to have changing rooms, but some areas felt a bit neglected. Still, it's a unique spot that many will enjoy, especially if you love natural hot springs.' ]",maha oya hot water springs,0.998918462
89,Madunagala Hot Water Spring,6.2536301,80.9817108,Sri Lanka,4.6,1117,"['Madunagala Hot Water Spring is a hidden gem! The mineral-rich waters are incredibly relaxing, and the surrounding scenery is beautiful. I spent hours soaking in the warm pools. However, the aquarium and animal park could use some love and maintenance. It\'s a great place to unwind, but I hope they improve the facilities soon.', 'Visiting Madunagala was a delightful experience! The hot springs were clean and well-maintained, perfect for a relaxing soak. The ticket prices are quite reasonable, especially for locals. I enjoyed the serene environment, although the kids\' play area could use some upkeep. Overall, a lovely spot for a day trip.', 'What a unique experience at Madunagala! The hot water springs were delightful, providing a perfect respite from the heat. The gardens were nice, but I noticed that the aquarium needs more attention. It\'s a shame, as it could add to the experience. Still, a worthwhile visit for anyone looking to relax and enjoy nature.', 'I had a lovely day at Madunagala Hot Water Spring with friends. The hot springs were rejuvenating, and we appreciated the clean facilities. However, I was disappointed with the state of the animal park; it felt neglected. If you're just after the springs, it's worth a visit, but the rest could be improved.', 'Madunagala offers a tranquil escape with its hot springs. The water is wonderfully warm, and I enjoyed the peaceful atmosphere. While I found the aquarium lacking in care, the experience overall was enjoyable. A good place to relax, but they should address the maintenance of the other attractions.']",madunagala hot water spring,0.998625255
90,Sri Lanka Planetarium,6.9006972,79.8628492,"Colombo, Sri Lanka",4.1,490,"['Visiting the Sri Lanka Planetarium was an enlightening experience for our family! The sky projections were breathtaking, and the kids loved the colorful animations. We arrived early to secure good seats, which I highly recommend. While the seating was a bit uncomfortable, the informative show more than made up for it. One downside was the lack of air conditioning, making it a bit warm inside, but overall, a fantastic outing for anyone interested in astronomy!', 'As a group of friends, we had a blast at the Sri Lanka Planetarium! The show was well-organized, and we learned so much about the cosmos. The animated segments were engaging, although I wish there were more live demonstrations. The ticketing process was smooth, but be prepared for a wait if you go close to the showtime. Overall, a fun and educational experience that I would recommend!', 'What a gem the Sri Lanka Planetarium is! As a couple, we enjoyed the peaceful atmosphere and fascinating presentations about the night sky. The staff were friendly, but the seating could definitely use an upgrade for comfort. Arriving early helped us get great seats on the north side, which had the best view. Despite a few minor inconveniences, we left feeling inspired and eager to learn more about astronomy!', 'I took my kids to the Sri Lanka Planetarium, and they had a wonderful time! The shows are designed to be educational yet entertaining, making it perfect for young learners. However, I was disappointed to find that public shows are only on Saturdays, which limits our visits. The wooden seats were also not the most comfortable for a long show. Still, the experience was memorable, and we'll be back!', 'The Sri Lanka Planetarium is a must-visit for anyone curious about space! The presentation was engaging, and the visuals were impressive. We did have to wait in line for tickets, so I suggest arriving early. The only downside was the lack of air conditioning, which made the experience a bit uncomfortable at times. Despite this, it was a great way to spend the day learning about the universe!']",sri lanka planetarium,0.998930359
91,Pinnawala Elephant Orphanage,7.3008545,80.388855,"Rambukkana, Sri Lanka",3.6,2989,"['Pinnawala Elephant Orphanage is a beautiful place to witness these majestic creatures up close. The highlight was definitely watching the elephants bathe in the river, which was both entertaining and educational. However, I felt that the facilities could use some improvement, especially in terms of visitor amenities. Overall, it was a memorable experience, but there\'s room for enhancement in visitor comfort.', 'As a family, we loved our visit to the Pinnawala Elephant Orphanage! The elephants seemed well cared for and we appreciated the staff\'s dedication to their welfare. Feeding the elephants was a fantastic experience for my kids, who couldn\'t stop smiling. However, the crowds made it a bit overwhelming at times, so I recommend going early in the day for a more relaxed visit.', 'I visited the Pinnawala Elephant Orphanage with friends, and while the elephants are truly amazing, I was slightly disappointed with the organization of the tours. The ticketing process felt chaotic and could have been better managed. We did enjoy watching the elephants interact, but I wish there were clearer guidelines for visitors to follow. It\'s a great place but could benefit from improved visitor flow.', 'The Pinnawala Elephant Orphanage is a unique experience, especially for animal lovers. I was moved by the conservation efforts, and seeing the elephants up close was heartwarming. However, I expected a bit more information about each elephant and their stories. The staff was friendly, but I felt they could engage with visitors more about the elephants\' backgrounds. A good visit overall, just wanted more depth.', 'What a delightful experience at Pinnawala! Watching the elephants bathe and interact was a highlight of my trip. The location is picturesque, and I enjoyed taking lots of photos. However, I was a bit put off by the additional costs for feeding and bathing experiences. While I understand the need for funding, it felt a bit over the top. Still, the joy of seeing such magnificent animals made it worthwhile.']",pinnawala elephant orphanage,0.998874676
92,Elephant Transit Home,6.4266887,80.8165359,"Udawalawa, Sri Lanka",4.6,1849,"['Visiting the Elephant Transit Home was a heartwarming experience! Watching the baby elephants being fed was adorable and truly educational. The staff clearly cares for these animals, which makes it a meaningful visit. However, I wish there were more information provided during the visit about the elephants\' stories. Overall, a must-see if you\'re in Sri Lanka!' , 'What a delightful experience! Seeing the baby elephants up close during feeding time was a highlight of our trip. The facility does a fantastic job of rehabilitating these little ones. The only downside was the lack of organization at the entrance; it felt a bit chaotic. Still, I left feeling inspired by their conservation efforts.' , 'We visited the Elephant Transit Home as a family and were enchanted by the playful baby elephants. It was incredible to see them being fed and cared for by the dedicated staff. However, I expected a bit more interactive experiences for kids. Nonetheless, it\'s a worthwhile stop for animal lovers looking to support a good cause.' , 'The Elephant Transit Home is a unique place that showcases the rescue and rehabilitation of orphaned elephants. Watching them during feeding times was enjoyable, but it was quite crowded, which made it a little hard to get a good view. While the entrance fee supports a great cause, I felt the experience could be enhanced with more organized visits.' , 'What an unforgettable experience! The love and care shown to the baby elephants at the Transit Home were touching. I appreciated the opportunity to learn about their rehabilitation process. However, I felt that the visit was a bit short, and I would have loved to spend more time observing them. Definitely worth a visit if you're in the area!']","elephant transit home, sri lanka",0.998907351
93,Rekawa Beach,6.0431807,80.8606343,"Rekawa Road, Sri Lanka",4.4,169,"['Rekawa Beach is a hidden gem! The soft white sand and gentle waves create a perfect backdrop for a day of relaxation. Watching the turtles come ashore to nest was an unforgettable experience. I appreciated how the area is dedicated to preserving these beautiful creatures. Just a tip: bring snacks and drinks, as there are limited options nearby. Overall, a must-visit for nature lovers!', 'I visited Rekawa Beach with friends, and we had an amazing time! The beach was nearly deserted, allowing us to enjoy the stunning sunset in peace. We were lucky to see a turtle laying eggs, but remember to keep your distance and be respectful. The only downside was the lack of facilities, so come prepared. Still, the natural beauty makes it worth it!', 'As a couple looking for a romantic getaway, Rekawa Beach was perfect. The tranquility and picturesque views were breathtaking, and we enjoyed a peaceful stroll along the shore. Watching the turtles nesting at night added a magical touch to our visit. Just be cautious of the strong currents if you decide to swim. Overall, a beautiful spot to unwind together.', 'Rekawa Beach is beautiful, but my family found it a bit challenging with young kids. The beach is stunning, and we loved the turtle watching, but the strong tides made it difficult for them to play in the water safely. Bring plenty of sun protection and snacks, as there\'s not much around. It\'s a great spot, just not ideal for families with little ones.', 'I had high expectations for Rekawa Beach, and while it is indeed beautiful, it felt a bit isolated for my taste. The turtle watching experience was incredible, but I missed having more amenities nearby. If you\'re looking for a peaceful retreat, this is your place, but if you want more activities and dining options, consider other beaches nearby.']",rekawa beach,0.998532927
94,Jaya Sri Maha Bodhi,8.3448577,80.397303,"Anuradhapura, Sri Lanka",4.7,11307,"['Visiting Jaya Sri Maha Bodhi was a profound experience for me. The atmosphere is filled with spirituality and devotion. I appreciated the rituals and the peaceful environment, which allowed for deep reflection. However, the crowds can be overwhelming, especially during peak hours. I suggest visiting early in the morning for a more serene experience. Don\'t forget to wear light clothing and remove your shoes before entering the main area!', 'As a couple, we found the Jaya Sri Maha Bodhi to be a beautiful and serene spot. The ancient tree is truly impressive, and the rituals conducted by the devotees added to the spiritual ambiance. It was fascinating observing the local customs. However, we were surprised by the amount of food offerings, which felt a bit excessive given the local context. Overall, it\'s a must-visit for anyone interested in Buddhism.', 'Our family visited Jaya Sri Maha Bodhi during our trip to Sri Lanka, and it was a highlight. The significance of the tree and the respect shown by the pilgrims was moving. Kids enjoyed the vibrant atmosphere, but we did notice the cleanliness could be improved in some areas. The rituals are interesting, but be prepared for large groups and some waiting time. A unique experience nonetheless!', 'Jaya Sri Maha Bodhi is a remarkable site that showcases the rich Buddhist heritage of Sri Lanka. The tree itself is stunning, and it\'s inspiring to see so many people come to pay their respects. I really enjoyed the evening drum ceremonies; they added a special touch to the visit. However, I felt a little out of place as a non-Buddhist. The locals were welcoming, but it\'s essential to respect the customs. Overall, a worthwhile visit!', 'The visit to Jaya Sri Maha Bodhi was enlightening. The historical significance of the site cannot be overstated, and I found the rituals captivating. I went in the late afternoon, which was perfect for avoiding the heat. While I appreciated the spiritual atmosphere, I wish there were clearer guidelines for tourists regarding etiquette. It\'s a beautiful place, but a little more information would enhance the experience.']",jaya sri maha bodhi,0.998885202
95,Kanneliya National Rain Forest Reserve,6.2576416,80.3596211,"Sri, Sri Lanka",4.754603175,315,"['Kanneliya National Rain Forest Reserve is a hidden gem! The hiking trails are well-maintained, and the biodiversity is astounding. Our guide was knowledgeable and made the experience even more enjoyable with his stories. The waterfalls were breathtaking, perfect for a refreshing dip. Just remember to arrive early, as they close by 3 PM. Overall, a must-visit for nature lovers!','I visited Kanneliya with a group of friends, and we had a blast! The lush greenery and unique wildlife made our hike unforgettable. We spent hours exploring, but I wish we had planned for more time to relax by the waterfalls. Just be cautious of the slippery paths. Definitely a highlight of our trip to Sri Lanka!','As a family, we had a wonderful day at Kanneliya. The kids loved spotting different plants and insects, and the guide was fantastic with them. The natural swimming area was a hit, but I do wish there were more facilities for families. Nonetheless, a beautiful place to connect with nature and enjoy quality time together.','Kanneliya is a serene escape from the hustle and bustle. I enjoyed a peaceful solo hike, surrounded by the sounds of nature. The trails can be a bit challenging, but the lush scenery and waterfalls make it worthwhile. Just a note: be prepared for some humidity! It\'s a lovely spot to unwind and recharge.','This rainforest reserve is simply stunning! The diversity of flora and fauna is impressive, and the guided tour was informative. However, I found some areas a bit crowded, which took away from the tranquility I was hoping for. Still, the natural beauty is undeniable, and I would recommend it to anyone visiting the area.']",kanneliya national rain forest reserve,0.998931634
96,Knuckles Forest Reserve,7.45016,80.7879407,"Gomara, Sri Lanka",4.813205329,2552,"['The Knuckles Forest Reserve is a hiker\'s paradise! I spent an entire day exploring the trails and was utterly captivated by the stunning landscapes. The peaks offer breathtaking views, and the waterfalls are a refreshing reward after a long trek. Just be prepared for leechesâ€šÃ¢â‚¬Âdefinitely bring leech socks! Overall, an unforgettable experience!','Absolutely loved my time at Knuckles Forest Reserve! The variety of flora and fauna is simply amazing. We hiked for about 20 kilometers and were fortunate to see some wildlife. Just a heads upâ€šÃ¢â‚¬Âdon\'t underestimate the weather; it changes quickly. A little rain didn\'t dampen our spirits, though!','What a breathtaking place! The views from the peaks are incredible, and the tranquility of the forest is truly special. The trails are well-marked, but some sections are challenging. I went with friends, and we had a fantastic time. Just make sure to pack enough snacks and water, as it can get quite tiring!','Knuckles Forest Reserve is a gem for nature lovers. The hiking trails are diverse, and we took our time to enjoy the flora and fauna. While the leeches were a nuisance, they didn\'t spoil the experience. We also managed to cool off at one of the lovely waterfalls, which was the perfect end to our hike.','This place is simply stunning! We camped for two nights and hiked over 40 km. The views are breathtaking, and the serenity is hard to beat. However, be prepared for steep climbs and leeches, especially if it rains. It's a beautiful spot, but I wish there were more facilities for campers.']",knuckles forest reserve,0.998914921
97,Buddhangala Raja Maha Viharaya,7.3318361,81.7036489,"Buddangala, Sri Lanka",4.4,862,"['Buddhangala Raja Maha Viharaya is a hidden gem! The hike to the top is a bit challenging but absolutely worth it for the breathtaking views. The atmosphere is peaceful, making it a perfect spot for meditation. I spent a serene morning here, surrounded by nature and history. Just be cautious of stray elephants in the area; it adds to the adventure!', 'Visiting Buddhangala was a spiritual experience for our group. The ancient architecture and lush surroundings create a tranquil setting. We enjoyed exploring the ruins and learning about the history. However, the path can be steep, so wear comfortable shoes. Overall, it\'s a must-visit if you\'re in Ampara!', 'As a couple, we loved our visit to this monastery. The views are stunning, especially at sunset!  We spent hours walking around and taking photos. Just remember to bring water, as it can get hot during the day.', 'Buddhangala Raja Maha Viharaya is a great spot for families looking to connect with nature and culture. The kids enjoyed exploring the ruins while we appreciated the peace of the area. However, the roads leading up can be a little rough, so plan accordingly. Overall, a worthwhile trip!', 'The temple has a serene vibe, perfect for reflection and meditation. I found the history intriguing, especially the discovery of the Buddha\'s tooth relic. However, I felt the access could be improved for families with young kids or elderly visitors. It\'s a beautiful location, but just be prepared for a bit of a trek.']",buddhangala raja maha viharaya,0.998925161
